"record_id","species","decimalLongitude","decimalLatitude","year","basisOfRecord","coordinateUncertaintyInMeters","eventDate","issue"
232,"Crotalus triseriatus",-99.69011038,17.56070526,1936,"PRESERVED_SPECIMEN",,"1936-01-01T00:00:00","COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
236,"Crotalus triseriatus",-99.684654,19.17189,2018,"HUMAN_OBSERVATION",,"2018-07-18T12:52:16","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
237,"Crotalus triseriatus",-99.674588,19.289458,2018,"HUMAN_OBSERVATION",23,"2018-05-14T18:05:16","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
239,"Crotalus triseriatus",-99.671488,19.434802,2015,"HUMAN_OBSERVATION",250,"2015-01-25T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
240,"Crotalus triseriatus",-99.667778,18.961111,1998,"PRESERVED_SPECIMEN",,"1998-08-16T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
241,"Crotalus triseriatus",-99.657222,19.312778,1974,"PRESERVED_SPECIMEN",,"1974-10-23T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
242,"Crotalus triseriatus",-99.652948,19.213479,2020,"HUMAN_OBSERVATION",30580,"2020-06-11T13:37:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
243,"Crotalus triseriatus",-99.65,20.22,1978,"PRESERVED_SPECIMEN",,"1978-06-10T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
244,"Crotalus triseriatus",-99.648397,18.634335,,"PRESERVED_SPECIMEN",3150,"","RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
245,"Crotalus triseriatus",-99.641667,18.608333,1986,"PRESERVED_SPECIMEN",,"1986-06-20T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
246,"Crotalus triseriatus",-99.641667,21.141667,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
247,"Crotalus triseriatus",-99.624722,21.135556,1949,"PRESERVED_SPECIMEN",,"1949-08-17T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
248,"Crotalus triseriatus",-99.624722,21.275556,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
249,"Crotalus triseriatus",-99.616667,19.158333,1998,"PRESERVED_SPECIMEN",,"1998-10-01T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
251,"Crotalus triseriatus",-99.60477,18.599462,1986,"PRESERVED_SPECIMEN",1650,"1986-08-22T00:00:00","TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
253,"Crotalus triseriatus",-99.604444,19.178889,1983,"PRESERVED_SPECIMEN",,"1983-06-20T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION"
254,"Crotalus triseriatus",-99.600833,20.923056,1981,"PRESERVED_SPECIMEN",,"1981-05-02T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
256,"Crotalus triseriatus",-99.594778,19.241278,2020,"HUMAN_OBSERVATION",,"2020-06-19T15:32:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
257,"Crotalus triseriatus",-99.592222,19.103056,1972,"PRESERVED_SPECIMEN",,"1972-04-30T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
259,"Crotalus triseriatus",-99.582199,19.1031,1984,"PRESERVED_SPECIMEN",,"1984-01-08T00:00:00","COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
260,"Crotalus triseriatus",-99.580315,19.817658,2019,"HUMAN_OBSERVATION",31,"2019-07-25T19:46:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
261,"Crotalus triseriatus",-99.571944,20.941111,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
262,"Crotalus triseriatus",-99.57071,19.182756,2020,"HUMAN_OBSERVATION",1,"2020-07-09T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
263,"Crotalus triseriatus",-99.56757,19.087694,1974,"PRESERVED_SPECIMEN",320,"1974-05-05T00:00:00","TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
264,"Crotalus triseriatus",-99.557198,19.218654,2020,"HUMAN_OBSERVATION",61,"2020-05-06T21:50:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
265,"Crotalus triseriatus",-99.546699,20.915899,1979,"PRESERVED_SPECIMEN",,"1979-05-14T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
267,"Crotalus triseriatus",-99.542431,19.691132,2011,"HUMAN_OBSERVATION",154,"2011-05-06T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
269,"Crotalus triseriatus",-99.539985,19.423701,2020,"HUMAN_OBSERVATION",7675,"2020-05-03T11:09:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
270,"Crotalus triseriatus",-99.511927,19.392281,2018,"HUMAN_OBSERVATION",2,"2018-07-02T17:13:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
273,"Crotalus triseriatus",-99.508694,19.336869,2019,"HUMAN_OBSERVATION",6,"2019-06-26T13:16:50","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
274,"Crotalus triseriatus",-99.508333,17.558333,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
276,"Crotalus triseriatus",-99.50093892,17.55209526,1942,"PRESERVED_SPECIMEN",2293,"1942-08-01T00:00:00","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
277,"Crotalus triseriatus",-99.494722,19.284444,1981,"PRESERVED_SPECIMEN",,"1981-06-18T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
278,"Crotalus triseriatus",-99.486515,19.542817,2004,"HUMAN_OBSERVATION",1000,"2004-06-20T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
280,"Crotalus triseriatus",-99.475536,19.585992,2015,"HUMAN_OBSERVATION",500,"2015-10-04T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
281,"Crotalus triseriatus",-99.472644,19.62137,2016,"HUMAN_OBSERVATION",6643,"2016-03-12T17:57:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
282,"Crotalus triseriatus",-99.469722,19.723611,1974,"PRESERVED_SPECIMEN",,"1974-04-11T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
283,"Crotalus triseriatus",-99.463302,19.7278,1974,"PRESERVED_SPECIMEN",,"1974-04-11T00:00:00","COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
285,"Crotalus triseriatus",-99.461316,19.362241,2019,"HUMAN_OBSERVATION",9,"2019-08-15T09:29:07","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
286,"Crotalus triseriatus",-99.454677,19.247467,2020,"HUMAN_OBSERVATION",,"2020-03-08T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
293,"Crotalus triseriatus",-99.444444,21.285833,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
294,"Crotalus triseriatus",-99.431711,19.363435,2019,"HUMAN_OBSERVATION",,"2019-07-09T16:21:26","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
295,"Crotalus triseriatus",-99.425215,19.632331,2013,"HUMAN_OBSERVATION",4,"2013-05-20T01:14:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
296,"Crotalus triseriatus",-99.425,19.602778,1982,"PRESERVED_SPECIMEN",,"1982-05-13T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
297,"Crotalus triseriatus",-99.423132,19.310629,2016,"HUMAN_OBSERVATION",31,"2016-10-17T14:11:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
298,"Crotalus triseriatus",-99.421667,19.205,1978,"PRESERVED_SPECIMEN",,"1978-05-21T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
299,"Crotalus triseriatus",-99.418056,19.622222,2013,"HUMAN_OBSERVATION",2043,"2013-05-20T01:14:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
300,"Crotalus triseriatus",-99.415461,19.385234,2019,"HUMAN_OBSERVATION",9,"2019-09-26T16:11:57","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
301,"Crotalus triseriatus",-99.41,19.628333,,"UNKNOWN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
303,"Crotalus triseriatus",-99.408305,19.306387,2018,"HUMAN_OBSERVATION",9,"2018-07-10T12:18:06","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
304,"Crotalus triseriatus",-99.407121,19.317202,2018,"HUMAN_OBSERVATION",526,"2018-07-11T16:35:26","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
305,"Crotalus triseriatus",-99.402263,19.310856,2018,"HUMAN_OBSERVATION",153,"2018-09-26T10:35:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
307,"Crotalus triseriatus",-99.390278,19.303889,1962,"PRESERVED_SPECIMEN",,"1962-08-05T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
311,"Crotalus triseriatus",-99.368611,19.290278,1987,"PRESERVED_SPECIMEN",,"1987-10-25T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
312,"Crotalus triseriatus",-99.363333,19.056944,1966,"PRESERVED_SPECIMEN",,"1966-08-02T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY"
313,"Crotalus triseriatus",-99.35877,19.299754,2019,"HUMAN_OBSERVATION",132,"2019-04-13T11:10:11","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
314,"Crotalus triseriatus",-99.348654,19.343839,2019,"HUMAN_OBSERVATION",413,"2019-07-21T11:30:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
315,"Crotalus triseriatus",-99.341667,18.991667,1990,"PRESERVED_SPECIMEN",,"1990-03-17T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
316,"Crotalus triseriatus",-99.340588,19.332858,2020,"HUMAN_OBSERVATION",698,"2020-04-20T14:26:09","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
317,"Crotalus triseriatus",-99.339547,19.168513,2020,"HUMAN_OBSERVATION",10,"2020-06-23T12:41:24","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
318,"Crotalus triseriatus",-99.338218,19.073057,2015,"HUMAN_OBSERVATION",62,"2015-06-16T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
319,"Crotalus triseriatus",-99.325,19.058333,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY"
322,"Crotalus triseriatus",-99.324139,19.302778,2004,"PRESERVED_SPECIMEN",,"2004-05-23T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
323,"Crotalus triseriatus",-99.323611,19.27025,2004,"PRESERVED_SPECIMEN",,"2004-04-04T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
325,"Crotalus triseriatus",-99.322647,19.232744,2019,"HUMAN_OBSERVATION",4,"2019-03-10T14:55:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
326,"Crotalus triseriatus",-99.322472,19.252611,2006,"PRESERVED_SPECIMEN",,"2006-02-03T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
327,"Crotalus triseriatus",-99.321519,19.040024,2015,"HUMAN_OBSERVATION",31,"2015-05-30T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
328,"Crotalus triseriatus",-99.320166,19.05012,2017,"HUMAN_OBSERVATION",107,"2017-11-10T19:31:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
329,"Crotalus triseriatus",-99.320148,19.055875,2013,"HUMAN_OBSERVATION",2120,"2013-05-30T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
336,"Crotalus triseriatus",-99.3172,19.9445,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
344,"Crotalus triseriatus",-99.314343,19.056089,2016,"HUMAN_OBSERVATION",896,"2016-06-24T12:04:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
345,"Crotalus triseriatus",-99.313889,19.036111,1972,"PRESERVED_SPECIMEN",,"1972-08-19T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;DIFFERENT_OWNER_INSTITUTION"
346,"Crotalus triseriatus",-99.313333,19.052222,1942,"PRESERVED_SPECIMEN",,"1942-08-13T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
348,"Crotalus triseriatus",-99.3125,19.3125,1935,"PRESERVED_SPECIMEN",,"1935-01-01T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
356,"Crotalus triseriatus",-99.30333,19.05167,1965,"PRESERVED_SPECIMEN",,"1965-05-09T00:00:00","COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH"
357,"Crotalus triseriatus",-99.30325,19.221972,2007,"PRESERVED_SPECIMEN",,"2007-03-25T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
363,"Crotalus triseriatus",-99.30205023,19.03674684,1998,"PRESERVED_SPECIMEN",,"1998-05-15T00:00:00","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
364,"Crotalus triseriatus",-99.300917,19.290778,2004,"PRESERVED_SPECIMEN",,"2004-04-09T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
365,"Crotalus triseriatus",-99.300307,19.189366,2019,"HUMAN_OBSERVATION",4,"2019-04-28T00:36:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
366,"Crotalus triseriatus",-99.30010618,19.03396897,1967,"PRESERVED_SPECIMEN",,"1967-08-03T00:00:00","COORDINATE_REPROJECTED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_INSTITUTION;COLLECTION_MATCH_NONE"
367,"Crotalus triseriatus",-99.3,19.136389,1980,"PRESERVED_SPECIMEN",,"1980-05-16T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
368,"Crotalus triseriatus",-99.299444,19.061111,1978,"PRESERVED_SPECIMEN",,"1978-03-26T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
371,"Crotalus triseriatus",-99.293689,19.037798,2012,"HUMAN_OBSERVATION",125,"2012-05-28T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
372,"Crotalus triseriatus",-99.292408,19.227575,2020,"HUMAN_OBSERVATION",1333,"2020-02-19T00:12:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
373,"Crotalus triseriatus",-99.291912,19.262563,2016,"HUMAN_OBSERVATION",15,"2016-05-18T15:20:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
