"record_id","species","decimalLongitude","decimalLatitude","year","basisOfRecord","coordinateUncertaintyInMeters","eventDate","issue"
376,"Crotalus triseriatus",-99.286196,19.313593,2020,"HUMAN_OBSERVATION",22,"2020-06-02T10:01:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
377,"Crotalus triseriatus",-99.28343884,19.05063524,1985,"PRESERVED_SPECIMEN",,"1985-10-09T00:00:00","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
380,"Crotalus triseriatus",-99.283319,19.217762,2017,"HUMAN_OBSERVATION",61,"2017-10-15T10:35:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
381,"Crotalus triseriatus",-99.28182,19.314661,2019,"HUMAN_OBSERVATION",50,"2019-12-26T15:20:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
382,"Crotalus triseriatus",-99.27954971,19.0389688,1998,"PRESERVED_SPECIMEN",,"1998-05-15T00:00:00","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
383,"Crotalus triseriatus",-99.278039,19.083476,2014,"HUMAN_OBSERVATION",100,"2014-04-24T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
384,"Crotalus triseriatus",-99.276219,19.180441,2018,"HUMAN_OBSERVATION",105,"2018-03-25T10:34:04","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
385,"Crotalus triseriatus",-99.268062,19.225741,2009,"HUMAN_OBSERVATION",99,"2009-10-24T04:04:11","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
386,"Crotalus triseriatus",-99.267502,19.0289,1964,"PRESERVED_SPECIMEN",,"1964-04-05T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
387,"Crotalus triseriatus",-99.266749,19.222527,1986,"HUMAN_OBSERVATION",50,"1986-06-09T14:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
388,"Crotalus triseriatus",-99.266667,19.067222,,"UNKNOWN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
389,"Crotalus triseriatus",-99.265278,21.284722,1983,"PRESERVED_SPECIMEN",,"1983-07-15T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION"
390,"Crotalus triseriatus",-99.261978,19.209618,2019,"HUMAN_OBSERVATION",1096,"2019-08-18T01:43:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
391,"Crotalus triseriatus",-99.260164,19.216051,2020,"HUMAN_OBSERVATION",1281,"2020-02-19T00:12:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
396,"Crotalus triseriatus",-99.253449,19.26294,2012,"HUMAN_OBSERVATION",,"2012-10-03T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
397,"Crotalus triseriatus",-99.251726,19.216706,2020,"HUMAN_OBSERVATION",276,"2020-06-06T13:56:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
398,"Crotalus triseriatus",-99.24694,19.181389,1984,"PRESERVED_SPECIMEN",,"1984-07-01T00:00:00","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
399,"Crotalus triseriatus",-99.246468,19.254134,2019,"HUMAN_OBSERVATION",8,"2019-03-23T10:15:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
401,"Crotalus triseriatus",-99.24199,19.183487,2019,"HUMAN_OBSERVATION",31,"2019-06-15T22:55:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
402,"Crotalus triseriatus",-99.241798,19.2418,1972,"PRESERVED_SPECIMEN",,"1972-09-03T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
403,"Crotalus triseriatus",-99.241667,19.058333,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
405,"Crotalus triseriatus",-99.241667,19.125,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
407,"Crotalus triseriatus",-99.241161,19.054452,2007,"HUMAN_OBSERVATION",1956,"2007-02-17T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
408,"Crotalus triseriatus",-99.237,19.212142,2020,"HUMAN_OBSERVATION",22,"2020-08-09T12:16:57","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
409,"Crotalus triseriatus",-99.235833,19.020556,,"UNKNOWN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
410,"Crotalus triseriatus",-99.234841,19.180748,2016,"HUMAN_OBSERVATION",,"2016-07-03T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
411,"Crotalus triseriatus",-99.23343726,18.9339739,1990,"PRESERVED_SPECIMEN",,"1990-03-17T00:00:00","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
412,"Crotalus triseriatus",-99.23281,19.208657,2020,"HUMAN_OBSERVATION",15,"2020-09-17T20:51:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
415,"Crotalus triseriatus",-99.230833,19.054444,1936,"PRESERVED_SPECIMEN",,"1936-01-01T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
416,"Crotalus triseriatus",-99.22900162,21.3255308,1975,"PRESERVED_SPECIMEN",2816,"1975-05-04T00:00:00","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY"
417,"Crotalus triseriatus",-99.227877,19.239239,2019,"HUMAN_OBSERVATION",30580,"2019-03-17T13:20:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
418,"Crotalus triseriatus",-99.225619,19.129362,2017,"HUMAN_OBSERVATION",50,"2017-07-29T11:37:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
419,"Crotalus triseriatus",-99.225,19.108333,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
421,"Crotalus triseriatus",-99.225,19.225,1975,"PRESERVED_SPECIMEN",,"1975-03-01T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
422,"Crotalus triseriatus",-99.224307,19.247585,2020,"HUMAN_OBSERVATION",410,"2020-06-25T01:35:34","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
423,"Crotalus triseriatus",-99.22427135,19.02258075,1998,"PRESERVED_SPECIMEN",,"1998-08-29T00:00:00","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;ELEVATION_MIN_MAX_SWAPPED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
425,"Crotalus triseriatus",-99.22,19.03,1956,"PRESERVED_SPECIMEN",,"1956-10-13T00:00:00","COORDINATE_REPROJECTED;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH"
427,"Crotalus triseriatus",-99.218324,19.179109,2016,"HUMAN_OBSERVATION",,"2016-12-30T10:48:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
428,"Crotalus triseriatus",-99.216513,19.098916,2020,"HUMAN_OBSERVATION",122,"2020-10-20T17:03:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
429,"Crotalus triseriatus",-99.215921,19.087478,2019,"HUMAN_OBSERVATION",8,"2019-05-26T17:22:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
430,"Crotalus triseriatus",-99.213317,19.193519,2020,"HUMAN_OBSERVATION",61,"2020-05-16T19:40:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
431,"Crotalus triseriatus",-99.210556,21.273056,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
432,"Crotalus triseriatus",-99.21010643,19.72060411,1930,"PRESERVED_SPECIMEN",,"1930-05-01T00:00:00","COORDINATE_REPROJECTED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
433,"Crotalus triseriatus",-99.208333,19.125,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
434,"Crotalus triseriatus",-99.208333,19.275,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY"
435,"Crotalus triseriatus",-99.208333,19.358333,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
436,"Crotalus triseriatus",-99.208333,21.025,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY"
438,"Crotalus triseriatus",-99.203,19.0738,2017,"HUMAN_OBSERVATION",15,"2017-06-25T10:57:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
439,"Crotalus triseriatus",-99.202949,19.254027,2002,"HUMAN_OBSERVATION",327,"2002-06-14T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
440,"Crotalus triseriatus",-99.200556,21.288611,1976,"PRESERVED_SPECIMEN",,"1976-08-26T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION"
441,"Crotalus triseriatus",-99.200553,19.142696,2019,"HUMAN_OBSERVATION",1684,"2019-11-20T14:33:05","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
442,"Crotalus triseriatus",-99.200038,19.089085,2006,"HUMAN_OBSERVATION",,"2006-09-16T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
443,"Crotalus triseriatus",-99.196945,19.323334,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
445,"Crotalus triseriatus",-99.193054,19.110834,1965,"PRESERVED_SPECIMEN",,"1965-05-05T00:00:00","COORDINATE_ROUNDED;TAXON_MATCH_HIGHERRANK;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
448,"Crotalus triseriatus",-99.181118,19.086633,2012,"HUMAN_OBSERVATION",15,"2012-02-16T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
450,"Crotalus triseriatus",-99.178611,21.286111,1996,"PRESERVED_SPECIMEN",,"1996-06-23T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
452,"Crotalus triseriatus",-99.177403,19.143101,2017,"HUMAN_OBSERVATION",61,"2017-10-29T10:35:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
453,"Crotalus triseriatus",-99.177335,19.149471,2019,"HUMAN_OBSERVATION",31,"2019-08-10T12:41:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
457,"Crotalus triseriatus",-99.175833,21.298333,1996,"PRESERVED_SPECIMEN",,"1996-06-24T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
460,"Crotalus triseriatus",-99.175,19.391667,1868,"PRESERVED_SPECIMEN",,"1868-04-07T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION"
462,"Crotalus triseriatus",-99.173057,19.135834,1966,"PRESERVED_SPECIMEN",,"1966-09-20T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
463,"Crotalus triseriatus",-99.171853,19.148129,2020,"HUMAN_OBSERVATION",10,"2020-04-04T12:01:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
464,"Crotalus triseriatus",-99.170833,19.097222,1975,"PRESERVED_SPECIMEN",,"1975-01-01T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION"
467,"Crotalus triseriatus",-99.155601,19.1143,1970,"PRESERVED_SPECIMEN",,"1970-04-11T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
468,"Crotalus triseriatus",-99.153428,19.141383,2020,"HUMAN_OBSERVATION",23802,"2020-02-22T12:18:51","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
469,"Crotalus triseriatus",-99.15011053,21.26720067,1972,"PRESERVED_SPECIMEN",,"1972-08-24T00:00:00","COORDINATE_ROUNDED;COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
470,"Crotalus triseriatus",-99.148492,19.087056,2020,"HUMAN_OBSERVATION",,"2020-06-29T12:23:38","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
472,"Crotalus triseriatus",-99.147776,19.120138,2017,"HUMAN_OBSERVATION",10,"2017-10-07T15:07:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
474,"Crotalus triseriatus",-99.144698,19.162464,2008,"HUMAN_OBSERVATION",30598,"2008-09-07T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
475,"Crotalus triseriatus",-99.141667,19.441667,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE"
478,"Crotalus triseriatus",-99.138885,19.275,2002,"PRESERVED_SPECIMEN",,"2002-08-24T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
482,"Crotalus triseriatus",-99.136944,21.266944,1995,"PRESERVED_SPECIMEN",,"1995-01-29T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
483,"Crotalus triseriatus",-99.136944,21.327778,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
484,"Crotalus triseriatus",-99.13583,20.66167,1992,"PRESERVED_SPECIMEN",800,"1992-10-10T00:00:00","TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
485,"Crotalus triseriatus",-99.133744,19.043895,2020,"HUMAN_OBSERVATION",10,"2020-02-08T13:28:32","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
486,"Crotalus triseriatus",-99.131943,19.791389,1963,"PRESERVED_SPECIMEN",,"1963-06-15T00:00:00","COORDINATE_ROUNDED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
488,"Crotalus triseriatus",-99.130798,19.534401,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION"
489,"Crotalus triseriatus",-99.127778,21.291667,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
490,"Crotalus triseriatus",-99.125,21.291667,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
494,"Crotalus triseriatus",-99.119499,19.141869,2020,"HUMAN_OBSERVATION",1477,"2020-07-29T00:00:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
498,"Crotalus triseriatus",-99.10644,19.059662,2019,"HUMAN_OBSERVATION",244,"2019-06-22T16:36:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
499,"Crotalus triseriatus",-99.103889,21.291667,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
500,"Crotalus triseriatus",-99.100199,19.132924,2016,"HUMAN_OBSERVATION",752,"2016-08-13T00:00:00","GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
501,"Crotalus triseriatus",-99.093053,19.19092,2020,"HUMAN_OBSERVATION",2331,"2020-10-14T15:29:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
502,"Crotalus triseriatus",-99.083921,19.147312,2020,"HUMAN_OBSERVATION",150,"2020-09-05T11:44:50","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
503,"Crotalus triseriatus",-99.076667,21.178611,,"PRESERVED_SPECIMEN",,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_FUZZY"
504,"Crotalus triseriatus",-99.02845,19.262005,2020,"HUMAN_OBSERVATION",31,"2020-02-21T14:04:00","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
505,"Crotalus triseriatus",-99.018682,19.142946,2020,"HUMAN_OBSERVATION",1321,"2020-03-25T15:54:07","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE"
